user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
1606.0,Male,44.0,CA,Premium,86.0,4.0,0.43,Desktop,0.0,1.0,0
1607.0,Female,24.0,IN,Premium,128.0,30.0,0.11,Desktop,0.0,1.0,0
1608.0,Other,59.0,PK,Free,68.0,17.0,0.5,Desktop,38.0,0.0,0
1609.0,Male,23.0,IN,Family,74.0,59.0,0.16,Mobile,0.0,1.0,0
1610.0,Female,49.0,CA,Family,170.0,45.0,0.21,Desktop,0.0,1.0,0
1611.0,Female,39.0,AU,Premium,266.0,28.0,0.4,Desktop,0.0,1.0,0
1612.0,Other,58.0,IN,Premium,69.0,27.0,0.23,Mobile,0.0,1.0,0
1613.0,Other,31.0,IN,Premium,125.0,56.0,0.21,Mobile,0.0,1.0,0
1614.0,Female,25.0,PK,Student,60.0,31.0,0.29,Web,0.0,1.0,0
1615.0,Female,56.0,PK,Premium,202.0,82.0,0.41,Desktop,0.0,1.0,0
1616.0,Male,17.0,PK,Family,227.0,65.0,0.48,Mobile,0.0,1.0,0
1617.0,Male,34.0,FR,Family,80.0,62.0,0.08,Mobile,0.0,1.0,1
1618.0,Male,51.0,IN,Free,176.0,9.0,0.09,Web,39.0,0.0,0
1619.0,Female,43.0,AU,Free,218.0,77.0,0.14,Desktop,35.0,0.0,1
1620.0,Female,28.0,AU,Premium,241.0,47.0,0.28,Web,0.0,1.0,0
1621.0,Male,38.0,US,Free,16.0,50.0,0.48,Mobile,20.0,0.0,1
1622.0,Male,28.0,CA,Family,217.0,47.0,0.36,Web,0.0,1.0,0
1623.0,Other,44.0,US,Premium,293.0,39.0,0.48,Desktop,0.0,1.0,0
1624.0,Male,42.0,DE,Family,59.0,52.0,0.3,Web,0.0,1.0,1
1625.0,Female,49.0,PK,Student,99.0,11.0,0.12,Web,0.0,1.0,0
1626.0,Other,27.0,AU,Free,204.0,23.0,0.49,Mobile,8.0,0.0,1
1627.0,Male,54.0,UK,Premium,203.0,97.0,0.08,Desktop,0.0,1.0,0
1628.0,Female,51.0,CA,Premium,145.0,30.0,0.42,Web,0.0,1.0,0
1629.0,Other,45.0,DE,Family,272.0,14.0,0.31,Mobile,0.0,1.0,1
1630.0,Other,21.0,PK,Free,141.0,26.0,0.43,Mobile,36.0,0.0,1
1631.0,Female,37.0,UK,Family,222.0,15.0,0.02,Desktop,0.0,1.0,0
1632.0,Male,27.0,IN,Premium,165.0,35.0,0.58,Web,0.0,1.0,0
1633.0,Female,28.0,CA,Free,215.0,35.0,0.06,Mobile,19.0,0.0,0
1634.0,Male,22.0,PK,Student,111.0,48.0,0.01,Web,0.0,1.0,0
1635.0,Female,49.0,UK,Student,55.0,40.0,0.44,Web,0.0,1.0,0
1636.0,Female,16.0,DE,Student,184.0,83.0,0.14,Mobile,0.0,1.0,1
1637.0,Male,31.0,PK,Free,56.0,56.0,0.14,Mobile,20.0,0.0,0
1638.0,Male,28.0,DE,Family,52.0,21.0,0.09,Web,0.0,1.0,1
1639.0,Female,48.0,AU,Free,292.0,23.0,0.45,Web,39.0,0.0,0
1640.0,Other,45.0,PK,Premium,155.0,7.0,0.27,Web,0.0,1.0,0
1641.0,Male,18.0,DE,Student,274.0,43.0,0.49,Desktop,0.0,1.0,0
1642.0,Other,54.0,PK,Premium,299.0,64.0,0.19,Desktop,0.0,1.0,0
1643.0,Other,35.0,CA,Free,262.0,54.0,0.32,Web,19.0,0.0,0
1644.0,Male,46.0,UK,Premium,224.0,27.0,0.16,Mobile,0.0,1.0,0
1645.0,Other,24.0,US,Student,283.0,8.0,0.56,Desktop,0.0,1.0,0
1646.0,Female,41.0,DE,Premium,220.0,87.0,0.19,Mobile,0.0,1.0,0
1647.0,Female,39.0,UK,Student,95.0,91.0,0.16,Desktop,0.0,1.0,0
1648.0,Male,41.0,PK,Student,64.0,38.0,0.54,Web,0.0,1.0,0
1649.0,Male,40.0,PK,Family,145.0,99.0,0.1,Desktop,0.0,1.0,0
1650.0,Male,40.0,DE,Student,25.0,25.0,0.41,Web,0.0,1.0,0
1651.0,Other,30.0,PK,Student,25.0,62.0,0.23,Web,0.0,1.0,0
1652.0,Male,18.0,UK,Family,137.0,72.0,0.15,Mobile,0.0,1.0,0
1653.0,Male,52.0,CA,Family,59.0,79.0,0.48,Mobile,0.0,1.0,1
1654.0,Female,56.0,AU,Student,236.0,65.0,0.58,Desktop,0.0,1.0,0
1655.0,Male,57.0,FR,Free,158.0,51.0,0.2,Desktop,42.0,0.0,1
1656.0,Other,36.0,UK,Family,135.0,1.0,0.04,Mobile,0.0,1.0,0
1657.0,Male,47.0,CA,Free,99.0,63.0,0.08,Web,31.0,0.0,0
1658.0,Female,37.0,UK,Free,138.0,98.0,0.54,Web,17.0,0.0,1
1659.0,Male,48.0,DE,Premium,107.0,9.0,0.04,Mobile,0.0,1.0,0
1660.0,Male,53.0,UK,Student,196.0,3.0,0.07,Mobile,0.0,1.0,0
1661.0,Female,17.0,CA,Premium,151.0,53.0,0.25,Web,0.0,1.0,0
1662.0,Other,54.0,CA,Free,218.0,76.0,0.41,Mobile,49.0,0.0,0
1663.0,Other,55.0,US,Student,33.0,93.0,0.09,Mobile,0.0,1.0,0
1664.0,Male,35.0,UK,Premium,138.0,31.0,0.26,Web,0.0,1.0,0
1665.0,Male,37.0,UK,Premium,221.0,65.0,0.01,Mobile,0.0,1.0,0
1666.0,Male,34.0,DE,Premium,234.0,7.0,0.01,Web,0.0,1.0,0
1667.0,Other,33.0,AU,Free,236.0,56.0,0.17,Web,19.0,0.0,0
1668.0,Female,55.0,IN,Free,242.0,14.0,0.04,Desktop,17.0,0.0,0
1669.0,Male,24.0,PK,Student,118.0,60.0,0.51,Mobile,0.0,1.0,1
1670.0,Female,35.0,UK,Student,98.0,45.0,0.14,Web,0.0,1.0,0
1671.0,Male,41.0,DE,Student,108.0,74.0,0.36,Web,0.0,1.0,1
1672.0,Other,51.0,IN,Student,198.0,41.0,0.47,Mobile,0.0,1.0,1
1673.0,Female,16.0,FR,Premium,148.0,76.0,0.5,Desktop,0.0,1.0,0
1674.0,Male,45.0,DE,Student,198.0,4.0,0.15,Desktop,0.0,1.0,0
1675.0,Other,34.0,AU,Family,245.0,20.0,0.12,Desktop,0.0,1.0,0
1676.0,Female,48.0,IN,Free,272.0,96.0,0.34,Desktop,46.0,0.0,0
1677.0,Female,49.0,CA,Student,24.0,25.0,0.2,Desktop,0.0,1.0,0
1678.0,Male,46.0,IN,Premium,291.0,29.0,0.03,Web,0.0,1.0,0
1679.0,Male,35.0,FR,Premium,244.0,42.0,0.48,Desktop,0.0,1.0,0
1680.0,Female,18.0,DE,Student,29.0,5.0,0.01,Web,0.0,1.0,0
1681.0,Female,36.0,US,Free,189.0,30.0,0.53,Desktop,20.0,0.0,0
1682.0,Female,58.0,UK,Free,237.0,52.0,0.19,Web,19.0,0.0,0
1683.0,Female,24.0,DE,Free,246.0,51.0,0.37,Mobile,30.0,0.0,0
1684.0,Female,46.0,IN,Free,213.0,44.0,0.35,Mobile,32.0,0.0,0
1685.0,Other,35.0,UK,Free,182.0,38.0,0.53,Web,40.0,0.0,0
1686.0,Female,34.0,DE,Free,16.0,46.0,0.01,Web,47.0,0.0,0
1687.0,Male,18.0,FR,Family,294.0,3.0,0.44,Web,0.0,1.0,0
1688.0,Female,39.0,US,Free,140.0,54.0,0.16,Desktop,33.0,0.0,1
1689.0,Female,33.0,FR,Free,110.0,11.0,0.52,Desktop,19.0,0.0,0
1690.0,Female,29.0,UK,Free,93.0,99.0,0.25,Mobile,47.0,0.0,1
1691.0,Male,41.0,IN,Premium,221.0,64.0,0.35,Web,0.0,1.0,1
1692.0,Female,35.0,UK,Premium,142.0,1.0,0.59,Desktop,0.0,1.0,1
1693.0,Male,51.0,CA,Student,72.0,43.0,0.38,Mobile,0.0,1.0,0
1694.0,Male,45.0,CA,Student,256.0,50.0,0.21,Mobile,0.0,1.0,0
1695.0,Female,17.0,AU,Free,66.0,25.0,0.52,Desktop,18.0,0.0,0
1696.0,Male,29.0,UK,Premium,81.0,21.0,0.19,Mobile,0.0,1.0,0
1697.0,,30.0,DE,Student,37.0,79.0,0.53,Mobile,0.0,1.0,0
1698.0,Male,52.0,US,Premium,92.0,60.0,0.55,Mobile,0.0,1.0,1
1699.0,Female,53.0,US,Family,32.0,6.0,0.19,Web,0.0,1.0,1
1700.0,Female,34.0,DE,Student,175.0,8.0,0.01,Desktop,0.0,1.0,0
1701.0,Male,32.0,DE,Family,106.0,44.0,0.58,Mobile,0.0,1.0,0
1702.0,Male,58.0,FR,Premium,154.0,28.0,0.19,Web,0.0,1.0,1
1703.0,Other,23.0,IN,Premium,210.0,66.0,0.01,Mobile,0.0,1.0,0
1704.0,Male,16.0,DE,Family,226.0,78.0,0.38,Web,0.0,1.0,0
1705.0,Other,57.0,DE,Student,78.0,21.0,0.08,Web,0.0,1.0,0
1706.0,Female,25.0,FR,Free,220.0,89.0,0.56,Web,33.0,0.0,1
1707.0,Other,53.0,UK,Family,124.0,97.0,0.47,Desktop,0.0,1.0,0
1708.0,Other,59.0,US,Student,217.0,37.0,0.07,Web,0.0,1.0,0
1709.0,Male,21.0,CA,Free,41.0,43.0,0.17,Mobile,22.0,0.0,0
1710.0,Other,22.0,CA,Premium,205.0,94.0,0.26,Desktop,0.0,1.0,1
1711.0,Male,16.0,US,Premium,166.0,14.0,0.18,Mobile,0.0,1.0,0
1712.0,Male,43.0,US,Student,271.0,66.0,0.54,Mobile,0.0,1.0,0
1713.0,Other,59.0,DE,Free,66.0,35.0,0.0,Web,49.0,0.0,0
1714.0,Female,52.0,UK,Student,280.0,53.0,0.41,Mobile,0.0,1.0,0
1715.0,Female,50.0,DE,Free,62.0,78.0,0.47,Web,26.0,0.0,0
1716.0,Other,57.0,AU,Student,53.0,96.0,0.28,Desktop,0.0,1.0,0
1717.0,Female,37.0,FR,Premium,90.0,80.0,0.3,Desktop,0.0,1.0,1
1718.0,Male,19.0,DE,Student,23.0,50.0,0.43,Desktop,0.0,1.0,0
1719.0,Male,29.0,IN,Free,57.0,78.0,0.45,Web,37.0,0.0,0
1720.0,Female,46.0,DE,Student,226.0,22.0,0.08,Web,0.0,1.0,0
1721.0,Female,53.0,UK,Student,274.0,71.0,0.55,Mobile,0.0,1.0,0
1722.0,Male,23.0,IN,Student,133.0,93.0,0.48,Mobile,0.0,1.0,1
1723.0,Other,34.0,CA,Free,95.0,71.0,0.52,Web,34.0,0.0,1
1724.0,Female,49.0,FR,Premium,68.0,3.0,0.26,Desktop,0.0,1.0,0
1725.0,Female,23.0,US,Student,146.0,57.0,0.4,Web,0.0,1.0,0
1726.0,Male,16.0,IN,Free,281.0,79.0,0.19,Web,15.0,0.0,0
1727.0,Female,32.0,US,Free,59.0,26.0,0.33,Web,23.0,0.0,0
1728.0,Female,21.0,AU,Family,263.0,1.0,0.02,Web,0.0,1.0,0
1729.0,Female,40.0,DE,Free,180.0,37.0,0.19,Desktop,45.0,0.0,0
1730.0,Female,59.0,IN,Free,188.0,36.0,0.4,Mobile,16.0,0.0,1
1731.0,Female,45.0,PK,Free,99.0,77.0,0.55,Mobile,6.0,0.0,0
1732.0,Female,38.0,FR,Premium,290.0,76.0,0.38,Web,0.0,1.0,0
1733.0,Other,49.0,UK,Family,239.0,93.0,0.54,Desktop,0.0,1.0,0
1734.0,Female,17.0,AU,Family,114.0,40.0,0.35,Web,0.0,1.0,1
1735.0,Male,19.0,IN,Student,23.0,15.0,0.48,Desktop,0.0,1.0,0
1736.0,Other,39.0,PK,Free,89.0,20.0,0.09,Web,34.0,0.0,0
1737.0,Male,22.0,DE,Premium,279.0,20.0,0.51,Mobile,0.0,1.0,0
1738.0,Other,20.0,UK,Premium,180.0,80.0,0.42,Web,0.0,1.0,0
1739.0,Male,52.0,CA,Student,154.0,88.0,0.39,Mobile,0.0,1.0,0
1740.0,Other,23.0,UK,Premium,267.0,84.0,0.16,Mobile,0.0,1.0,0
1741.0,Male,20.0,AU,Family,119.0,63.0,0.41,Desktop,0.0,1.0,0
1742.0,Female,34.0,US,Family,167.0,54.0,0.01,Mobile,0.0,1.0,0
1743.0,Female,32.0,FR,Free,111.0,70.0,0.18,Web,13.0,0.0,0
1744.0,Female,47.0,FR,Family,87.0,30.0,0.45,Web,0.0,1.0,1
1745.0,Male,26.0,DE,Free,163.0,76.0,0.58,Mobile,36.0,0.0,1
1746.0,Other,59.0,IN,Premium,283.0,3.0,0.37,Mobile,0.0,1.0,0
1747.0,Other,16.0,PK,Family,90.0,58.0,0.15,Mobile,0.0,1.0,0
1748.0,Female,35.0,UK,Premium,101.0,27.0,0.55,Desktop,0.0,1.0,1
1749.0,Female,57.0,US,Family,64.0,82.0,0.5,Mobile,0.0,1.0,0
1750.0,Other,26.0,UK,Free,137.0,58.0,0.0,Web,28.0,0.0,0
1751.0,Female,20.0,CA,Family,189.0,29.0,0.27,Desktop,0.0,1.0,0
1752.0,Male,27.0,CA,Student,134.0,46.0,0.46,Web,0.0,1.0,1
1753.0,Other,17.0,IN,Student,173.0,79.0,0.41,Mobile,0.0,1.0,0
1754.0,Male,57.0,UK,Premium,219.0,73.0,0.07,Desktop,0.0,1.0,0
1755.0,Female,49.0,UK,Premium,156.0,19.0,0.4,Desktop,0.0,1.0,0
1756.0,Male,45.0,DE,Student,285.0,60.0,0.07,Mobile,0.0,1.0,1
1757.0,Female,57.0,FR,Family,179.0,97.0,0.19,Web,0.0,1.0,0
1758.0,Male,44.0,AU,Student,12.0,17.0,0.5,Web,0.0,1.0,0
1759.0,Male,34.0,IN,Free,137.0,18.0,0.28,Mobile,38.0,0.0,0
1760.0,Other,23.0,IN,Premium,105.0,79.0,0.26,Desktop,0.0,1.0,1
1761.0,Other,36.0,AU,Free,72.0,3.0,0.15,Mobile,48.0,0.0,0
1762.0,Male,34.0,CA,Premium,171.0,45.0,0.15,Web,0.0,1.0,0
1763.0,Other,54.0,DE,Free,290.0,91.0,0.42,Desktop,41.0,0.0,1
1764.0,Other,35.0,FR,Family,47.0,29.0,0.54,Desktop,0.0,1.0,0
1765.0,Female,31.0,PK,Student,154.0,47.0,0.31,Web,0.0,1.0,1
1766.0,Male,50.0,DE,Free,50.0,96.0,0.05,Mobile,33.0,0.0,0
1767.0,Other,17.0,DE,Student,59.0,41.0,0.31,Mobile,0.0,1.0,0
1768.0,Female,49.0,UK,Student,166.0,80.0,0.49,Desktop,0.0,1.0,0
1769.0,Other,21.0,DE,Family,214.0,11.0,0.03,Desktop,0.0,1.0,0
1770.0,Other,46.0,DE,Premium,157.0,71.0,0.52,Desktop,0.0,1.0,0
1771.0,Other,53.0,UK,Student,38.0,44.0,0.15,Web,0.0,1.0,0
1772.0,Female,52.0,DE,Premium,243.0,4.0,0.21,Desktop,0.0,1.0,0
1773.0,Other,35.0,DE,Student,261.0,57.0,0.28,Web,0.0,1.0,0
1774.0,Male,21.0,UK,Student,113.0,71.0,0.5,Web,0.0,1.0,1
1775.0,Other,34.0,UK,Premium,294.0,71.0,0.2,Desktop,0.0,1.0,1
1776.0,Other,33.0,DE,Student,50.0,85.0,0.43,Desktop,0.0,1.0,0
1777.0,Other,26.0,IN,Student,209.0,35.0,0.2,Web,0.0,1.0,0
1778.0,Female,22.0,US,Premium,274.0,37.0,0.05,Web,0.0,1.0,0
1779.0,Male,22.0,US,Free,156.0,53.0,0.06,Web,45.0,0.0,0
1780.0,Female,27.0,IN,Premium,27.0,18.0,0.03,Mobile,0.0,1.0,0
1781.0,Other,37.0,AU,Free,276.0,21.0,0.07,Mobile,20.0,0.0,0
1782.0,Female,29.0,IN,Family,142.0,76.0,0.32,Mobile,0.0,1.0,1
1783.0,Male,28.0,UK,Premium,277.0,80.0,0.16,Mobile,0.0,1.0,1
1784.0,Female,21.0,US,Free,150.0,46.0,0.41,Desktop,18.0,0.0,0
1785.0,Male,46.0,UK,Premium,169.0,28.0,0.15,Mobile,0.0,1.0,1
1786.0,Male,25.0,CA,Free,52.0,72.0,0.18,Desktop,26.0,0.0,0
1787.0,Female,59.0,DE,Family,72.0,10.0,0.36,Web,0.0,1.0,1
1788.0,Female,37.0,IN,Premium,197.0,34.0,0.56,Desktop,0.0,1.0,0
1789.0,Male,55.0,AU,Family,54.0,27.0,0.31,Desktop,0.0,1.0,1
1790.0,Other,57.0,FR,Free,32.0,10.0,0.01,Web,35.0,0.0,0
1791.0,Male,48.0,IN,Family,216.0,70.0,0.23,Desktop,0.0,1.0,0
1792.0,Other,49.0,IN,Student,155.0,54.0,0.42,Desktop,0.0,1.0,0
1793.0,Male,16.0,DE,Premium,186.0,52.0,0.42,Web,0.0,1.0,1
1794.0,Male,46.0,AU,Free,16.0,44.0,0.31,Desktop,26.0,0.0,0
1795.0,Male,47.0,PK,Free,268.0,86.0,0.01,Mobile,9.0,0.0,0
1796.0,Other,36.0,IN,Free,278.0,55.0,0.11,Desktop,27.0,0.0,1
1797.0,Other,34.0,AU,Premium,233.0,90.0,0.42,Web,0.0,1.0,0
1798.0,Other,57.0,US,Family,172.0,29.0,0.41,Web,0.0,1.0,0
1799.0,Other,45.0,DE,Free,162.0,85.0,0.04,Web,43.0,0.0,0
1800.0,Male,52.0,CA,Family,95.0,9.0,0.02,Mobile,0.0,1.0,1
1801.0,Female,24.0,DE,Family,157.0,93.0,0.17,Mobile,0.0,1.0,1
1802.0,Other,24.0,IN,Student,220.0,34.0,0.17,Desktop,0.0,1.0,0
1803.0,Other,29.0,IN,Premium,296.0,39.0,0.43,Desktop,0.0,1.0,0
1804.0,Other,47.0,DE,Student,66.0,60.0,0.13,Desktop,0.0,1.0,1
1805.0,Male,55.0,US,Premium,170.0,29.0,0.29,Mobile,0.0,1.0,0
1806.0,Female,41.0,AU,Premium,36.0,67.0,0.42,Web,0.0,1.0,0
1807.0,Male,57.0,CA,Family,199.0,25.0,0.08,Web,0.0,1.0,1
1808.0,Male,22.0,AU,Premium,127.0,31.0,0.26,Mobile,0.0,1.0,1
1809.0,Male,41.0,PK,Free,34.0,66.0,0.27,Mobile,10.0,0.0,1
1810.0,Male,29.0,DE,Student,293.0,60.0,0.04,Desktop,0.0,1.0,0
1811.0,Male,59.0,FR,Premium,63.0,83.0,0.34,Mobile,0.0,1.0,1
1812.0,Male,17.0,IN,Premium,101.0,52.0,0.12,Web,0.0,1.0,0
1813.0,Male,32.0,UK,Premium,187.0,38.0,0.33,Web,0.0,1.0,0
1814.0,Other,42.0,DE,Free,131.0,87.0,0.09,Mobile,12.0,0.0,0
1815.0,Female,46.0,FR,Premium,14.0,37.0,0.57,Desktop,0.0,1.0,0
1816.0,Other,53.0,AU,Free,141.0,87.0,0.5,Web,47.0,0.0,0
1817.0,Male,16.0,DE,Family,120.0,56.0,0.29,Desktop,0.0,1.0,0
1818.0,Other,19.0,FR,Free,102.0,26.0,0.46,Mobile,44.0,0.0,0
1819.0,Male,51.0,AU,Free,140.0,53.0,0.37,Web,20.0,0.0,1
1820.0,Other,43.0,IN,Student,171.0,69.0,0.37,Mobile,0.0,1.0,0
1821.0,Male,59.0,CA,Premium,243.0,62.0,0.51,Desktop,0.0,1.0,0
1822.0,Female,52.0,US,Family,119.0,2.0,0.21,Mobile,0.0,1.0,0
1823.0,Other,51.0,PK,Free,263.0,44.0,0.45,Web,19.0,0.0,0
1824.0,Female,26.0,IN,Premium,66.0,29.0,0.22,Mobile,0.0,1.0,0
1825.0,Female,26.0,UK,Family,10.0,75.0,0.59,Mobile,0.0,1.0,0
1826.0,Other,20.0,IN,Family,203.0,49.0,0.53,Mobile,0.0,1.0,0
1827.0,Female,33.0,FR,Student,235.0,72.0,0.26,Web,0.0,1.0,0
1828.0,Other,56.0,UK,Premium,201.0,42.0,0.15,Mobile,0.0,1.0,0
1829.0,Male,33.0,AU,Free,181.0,81.0,0.28,Desktop,14.0,0.0,0
1830.0,Male,31.0,IN,Student,239.0,16.0,0.16,Web,0.0,1.0,0
1831.0,Male,58.0,DE,Premium,10.0,8.0,0.59,Desktop,0.0,1.0,0
1832.0,Other,22.0,US,Free,93.0,10.0,0.03,Mobile,12.0,0.0,0
1833.0,Female,48.0,FR,Premium,183.0,26.0,0.32,Desktop,0.0,1.0,0
1834.0,Male,17.0,AU,Student,234.0,45.0,0.01,Web,0.0,1.0,0
1835.0,Other,35.0,DE,Student,197.0,30.0,0.21,Desktop,0.0,1.0,0
1836.0,Other,39.0,DE,Free,62.0,15.0,0.42,Mobile,49.0,0.0,0
1837.0,Male,16.0,UK,Family,157.0,20.0,0.2,Web,0.0,1.0,0
1838.0,Female,48.0,AU,Student,124.0,23.0,0.47,Mobile,0.0,1.0,0
1839.0,Other,42.0,UK,Premium,64.0,84.0,0.19,Desktop,0.0,1.0,0
1840.0,Female,20.0,AU,Family,276.0,47.0,0.57,Mobile,0.0,1.0,0
1841.0,Female,26.0,PK,Student,40.0,71.0,0.21,Desktop,0.0,1.0,1
1842.0,Other,37.0,US,Premium,226.0,5.0,0.08,Desktop,0.0,1.0,1
1843.0,Male,51.0,PK,Premium,267.0,11.0,0.06,Desktop,0.0,1.0,0
1844.0,Male,42.0,UK,Free,297.0,12.0,0.54,Desktop,15.0,0.0,0
1845.0,Female,25.0,CA,Family,44.0,80.0,0.42,Mobile,0.0,1.0,0
1846.0,Male,18.0,CA,Free,264.0,52.0,0.33,Desktop,19.0,0.0,0
1847.0,Male,19.0,FR,Family,125.0,65.0,0.49,Mobile,0.0,1.0,0
1848.0,Female,23.0,FR,Premium,263.0,82.0,0.25,Desktop,0.0,1.0,1
1849.0,Female,17.0,DE,Free,285.0,6.0,0.19,Web,18.0,0.0,0
1850.0,Male,22.0,CA,Premium,128.0,26.0,0.08,Web,0.0,1.0,1
1851.0,Female,20.0,CA,Free,80.0,74.0,0.55,Desktop,49.0,0.0,1
1852.0,Female,30.0,AU,Student,66.0,35.0,0.11,Mobile,0.0,1.0,0
1853.0,Other,31.0,DE,Student,84.0,87.0,0.46,Mobile,0.0,1.0,0
1854.0,Male,17.0,US,Family,136.0,98.0,0.27,Web,0.0,1.0,1
1855.0,Other,28.0,IN,Student,273.0,61.0,0.04,Web,0.0,1.0,0
1856.0,Other,24.0,PK,Free,297.0,12.0,0.39,Desktop,6.0,0.0,0
1857.0,Female,32.0,FR,Family,96.0,70.0,0.21,Web,0.0,1.0,0
1858.0,Female,26.0,IN,Premium,26.0,54.0,0.25,Desktop,0.0,1.0,1
1859.0,Female,42.0,AU,Premium,29.0,78.0,0.21,Web,0.0,1.0,0
1860.0,Male,39.0,UK,Family,94.0,80.0,0.23,Mobile,0.0,1.0,0
1861.0,Other,19.0,FR,Family,129.0,97.0,0.28,Mobile,0.0,1.0,1
1862.0,Other,22.0,US,Premium,251.0,30.0,0.55,Desktop,0.0,1.0,1
1863.0,Other,55.0,DE,Student,279.0,90.0,0.47,Desktop,0.0,1.0,0
1864.0,Male,51.0,PK,Student,239.0,36.0,0.37,Web,0.0,1.0,0
1865.0,Other,42.0,UK,Family,199.0,22.0,0.4,Mobile,0.0,1.0,1
1866.0,Other,35.0,IN,Premium,45.0,33.0,0.53,Mobile,0.0,1.0,0
1867.0,Other,34.0,CA,Free,84.0,43.0,0.31,Mobile,39.0,0.0,0
1868.0,Female,45.0,AU,Premium,58.0,36.0,0.55,Desktop,0.0,1.0,1
1869.0,Male,27.0,AU,Premium,279.0,29.0,0.46,Web,0.0,1.0,1
1870.0,Other,36.0,CA,Free,287.0,44.0,0.07,Mobile,32.0,0.0,0
1871.0,Male,37.0,IN,Premium,187.0,74.0,0.05,Mobile,0.0,1.0,0
1872.0,Other,21.0,FR,Free,116.0,84.0,0.59,Desktop,18.0,0.0,1
1873.0,Female,57.0,IN,Premium,30.0,43.0,0.32,Mobile,0.0,1.0,0
1874.0,Female,56.0,PK,Student,241.0,39.0,0.42,Desktop,0.0,1.0,1
1875.0,Other,58.0,UK,Premium,282.0,35.0,0.45,Desktop,0.0,1.0,0
1876.0,Male,33.0,PK,Family,33.0,65.0,0.28,Web,0.0,1.0,0
1877.0,Male,57.0,FR,Family,82.0,96.0,0.43,Web,0.0,1.0,1
1878.0,Male,37.0,US,Free,21.0,40.0,0.35,Web,36.0,0.0,0
1879.0,Other,51.0,DE,Student,186.0,6.0,0.44,Web,0.0,1.0,1
1880.0,Female,23.0,UK,Free,19.0,46.0,0.34,Web,13.0,0.0,0
1881.0,Male,56.0,US,Student,85.0,80.0,0.14,Desktop,0.0,1.0,0
1882.0,Other,54.0,DE,Student,278.0,57.0,0.21,Desktop,0.0,1.0,0
1883.0,Male,43.0,FR,Premium,88.0,35.0,0.36,Desktop,0.0,1.0,1
1884.0,Other,22.0,IN,Premium,245.0,42.0,0.28,Desktop,0.0,1.0,0
1885.0,Male,47.0,CA,Student,139.0,33.0,0.19,Desktop,0.0,1.0,0
1886.0,Other,45.0,FR,Student,151.0,39.0,0.25,Web,0.0,1.0,0
1887.0,Male,18.0,US,Free,165.0,21.0,0.05,Web,43.0,0.0,0
1888.0,Other,56.0,DE,Family,146.0,64.0,0.16,Mobile,0.0,1.0,0
1889.0,Other,55.0,DE,Free,252.0,52.0,0.25,Desktop,49.0,0.0,1
1890.0,Male,48.0,AU,Family,206.0,7.0,0.27,Web,0.0,1.0,0
1891.0,Male,22.0,US,Free,200.0,64.0,0.32,Web,42.0,0.0,0
1892.0,Male,28.0,AU,Student,71.0,18.0,0.42,Desktop,0.0,1.0,0
1893.0,Other,45.0,AU,Family,171.0,44.0,0.43,Web,0.0,1.0,0
1894.0,Other,58.0,IN,Premium,26.0,55.0,0.59,Web,0.0,1.0,0
1895.0,Other,31.0,DE,Premium,236.0,19.0,0.24,Mobile,0.0,1.0,1
1896.0,Other,42.0,PK,Free,136.0,25.0,0.05,Mobile,9.0,0.0,0
1897.0,Other,58.0,AU,Free,164.0,54.0,0.58,Web,24.0,0.0,0
1898.0,Male,48.0,CA,Premium,169.0,26.0,0.12,Desktop,0.0,1.0,0
1899.0,Female,58.0,AU,Family,285.0,94.0,0.57,Desktop,0.0,1.0,1
1900.0,Male,38.0,DE,Free,105.0,25.0,0.21,Mobile,27.0,0.0,1
1901.0,Other,18.0,FR,Premium,217.0,87.0,0.39,Web,0.0,1.0,0
1902.0,Male,28.0,US,Premium,204.0,40.0,0.2,Web,0.0,1.0,1
1903.0,Male,44.0,FR,Premium,107.0,4.0,0.53,Web,0.0,1.0,1
1904.0,Other,37.0,US,Student,15.0,31.0,0.14,Mobile,0.0,1.0,0
1905.0,Other,18.0,US,Premium,200.0,65.0,0.0,Mobile,0.0,1.0,1
1906.0,Other,19.0,IN,Free,118.0,25.0,0.58,Desktop,48.0,0.0,0
1907.0,Male,24.0,AU,Family,170.0,23.0,0.18,Desktop,0.0,1.0,0
1908.0,Female,43.0,AU,Student,264.0,27.0,0.56,Desktop,0.0,1.0,1
1909.0,Other,16.0,IN,Family,113.0,68.0,0.24,Web,0.0,1.0,0
1910.0,Other,20.0,DE,Student,262.0,86.0,0.34,Web,0.0,1.0,1
1911.0,Female,22.0,IN,Free,251.0,18.0,0.36,Desktop,15.0,0.0,0
1912.0,Other,43.0,DE,Student,71.0,84.0,0.47,Desktop,0.0,1.0,1
1913.0,Other,27.0,CA,Premium,133.0,20.0,0.05,Web,0.0,1.0,0
1914.0,Male,38.0,AU,Family,164.0,41.0,0.42,Mobile,0.0,1.0,1
1915.0,Female,31.0,IN,Free,13.0,8.0,0.33,Mobile,26.0,0.0,0
1916.0,Other,29.0,PK,Free,227.0,31.0,0.58,Mobile,6.0,0.0,0
1917.0,Other,59.0,DE,Free,286.0,55.0,0.0,Mobile,29.0,0.0,0
1918.0,Other,34.0,PK,Student,267.0,70.0,0.39,Desktop,0.0,1.0,0
